# T(r) from neutrons diffraction
  0.009313             0.0000000000
  0.027938             0.0000000000
  0.046563             0.0000000000
  0.065188             0.0000000000
  0.083813             0.0000000000
  0.102439             0.0000000000
  0.121064             0.0000000000
  0.139689             0.0000000000
  0.158314             0.0000000000
  0.176939             0.0000000000
  0.195565             0.0000000000
  0.214190             0.0000000000
  0.232815             0.0000000000
  0.251440             0.0000000000
  0.270065             0.0000000000
  0.288690             0.0000000000
  0.307316             0.0000000000
  0.325941             0.0000000000
  0.344566             0.0000000000
  0.363191             0.0000000000
  0.381816             0.0000000000
  0.400442             0.0000000000
  0.419067             0.0000000000
  0.437692             0.0000000000
  0.456317             0.0000000000
  0.474942             0.0000000000
  0.493568             0.0000000000
  0.512193             0.0000000000
  0.530818             0.0000000000
  0.549443             0.0000000000
  0.568068             0.0000000000
  0.586694             0.0000000000
  0.605319             0.0000000000
  0.623944             0.0000000000
  0.642569             0.0000000000
  0.661194             0.0000000000
  0.679820             0.0000000000
  0.698445             0.0000000000
  0.717070             0.0000000000
  0.735695             0.0000000000
  0.754320             0.0000000000
  0.772945             0.0000000000
  0.791571             0.0000000000
  0.810196             0.0000000000
  0.828821             0.0000000000
  0.847446             0.0000000000
  0.866071             0.0000000000
  0.884697             0.0000000000
  0.903322             0.0000000000
  0.921947             0.0000000000
  0.940572            -0.0399534423
  0.959197            -0.5093100552
  0.977823            -4.9960950358
  0.996448           -17.5366364661
  1.015073           -47.2283812255
  1.033698           -60.7894275246
  1.052323           -60.4951135853
  1.070949           -49.1822190216
  1.089574           -47.3466054226
  1.108199           -54.9962230642
  1.126824           -48.4192144198
  1.145449           -29.5758984752
  1.164075           -13.0978973632
  1.182700            -3.1585634507
  1.201325            -0.8440330512
  1.219950            -0.0874892163
  1.238575             0.0000000000
  1.257200             0.0000000000
  1.275826             0.0000000000
  1.294451             0.0000000000
  1.313076             0.1474302643
  1.331701             4.5064194770
  1.350326            23.4871667407
  1.368952            53.3032115897
  1.387577            76.1631980337
  1.406202            69.0815297036
  1.424827            56.8310725101
  1.443452            50.5731143417
  1.462078            41.5922335931
  1.480703            38.7483914091
  1.499328            41.5179938875
  1.517953            46.4243697802
  1.536578            45.9665763448
  1.555204            44.8585242191
  1.573829            38.3517826790
  1.592454            31.1106540941
  1.611079            23.1544225557
  1.629704            17.3603789725
  1.648330            18.0924324289
  1.666955            27.0571973354
  1.685580            50.5371126016
  1.704205            92.9055951642
  1.722830           138.1639757930
  1.741455           177.2466800203
  1.760081           198.8207446088
  1.778706           208.9492302221
  1.797331           186.0032064063
  1.815956           156.8345679040
  1.834581           133.7163504042
  1.853207           108.0066136273
  1.871832            94.7603555020
  1.890457            87.0669438597
  1.909082            83.0987084294
  1.927707            74.3927555941
  1.946333            60.5284303608
  1.964958            49.8470366642
  1.983583            38.4746638968
  2.002208            25.5693332976
  2.020833            16.4249619216
  2.039459             9.9329367216
  2.058084             4.7057417714
  2.076709             1.1867327996
  2.095334            -0.1801028320
  2.113959            -3.2179863857
  2.132585            -4.4350229475
  2.151210            -7.4062843941
  2.169835            -9.3908420337
  2.188460           -10.5700649810
  2.207085           -12.8224604019
  2.225710           -13.7323293277
  2.244336           -11.5270338132
  2.262961           -10.0491922402
  2.281586            -9.5248507900
  2.300211            -7.8731532883
  2.318836            -6.3035742990
  2.337462            -3.3794951466
  2.356087             0.9592600024
  2.374712             6.9748703967
  2.393337            12.2396566260
  2.411962            13.1851720246
  2.430588            14.7730135372
  2.449213            18.0237926569
  2.467838            18.1213863287
  2.486463            21.8846352031
  2.505088            18.5123347580
  2.523714            24.0085425078
  2.542339            20.8998526700
  2.560964            22.8937902420
  2.579589            25.4517274091
  2.598214            28.4243883666
  2.616840            30.6092514163
  2.635465            35.0378757486
  2.654090            41.2624145393
  2.672715            51.2734731227
  2.691340            61.0704167027
  2.709965            69.9676922674
  2.728591            78.1050952035
  2.747216            86.5353957781
