# T(r) from X-rays diffraction
  0.009313             0.0000000000
  0.027938             0.0000000000
  0.046563             0.0000000000
  0.065188             0.0000000000
  0.083813             0.0000000000
  0.102439             0.0000000000
  0.121064             0.0000000000
  0.139689             0.0000000000
  0.158314             0.0000000000
  0.176939             0.0000000000
  0.195565             0.0000000000
  0.214190             0.0000000000
  0.232815             0.0000000000
  0.251440             0.0000000000
  0.270065             0.0000000000
  0.288690             0.0000000000
  0.307316             0.0000000000
  0.325941             0.0000000000
  0.344566             0.0000000000
  0.363191             0.0000000000
  0.381816             0.0000000000
  0.400442             0.0000000000
  0.419067             0.0000000000
  0.437692             0.0000000000
  0.456317             0.0000000000
  0.474942             0.0000000000
  0.493568             0.0000000000
  0.512193             0.0000000000
  0.530818             0.0000000000
  0.549443             0.0000000000
  0.568068             0.0000000000
  0.586694             0.0000000000
  0.605319             0.0000000000
  0.623944             0.0000000000
  0.642569             0.0000000000
  0.661194             0.0000000000
  0.679820             0.0000000000
  0.698445             0.0000000000
  0.717070             0.0000000000
  0.735695             0.0000000000
  0.754320             0.0000000000
  0.772945             0.0000000000
  0.791571             0.0000000000
  0.810196             0.0000000000
  0.828821             0.0000000000
  0.847446             0.0000000000
  0.866071             0.0000000000
  0.884697             0.0000000000
  0.903322             0.0000000000
  0.921947             0.0000000000
  0.940572             0.0079913644
  0.959197             0.1018706279
  0.977823             0.9993035344
  0.996448             3.5076239897
  1.015073             9.4475645444
  1.033698            12.1952814999
  1.052323            12.2702599950
  1.070949            10.5579121807
  1.089574            10.9618526749
  1.108199            13.1273318643
  1.126824            11.6343813920
  1.145449             7.1357982078
  1.164075             3.1612095639
  1.182700             0.7626496062
  1.201325             0.2037956445
  1.219950             0.0211246718
  1.238575             0.0000000000
  1.257200             0.0000000000
  1.275826             0.0000000000
  1.294451             0.0000000000
  1.313076             0.1201623693
  1.331701             3.6729367881
  1.350326            19.1346197026
  1.368952            43.4249326355
  1.387577            61.5199065653
  1.406202            55.6366751183
  1.424827            45.8570518170
  1.443452            43.0916823455
  1.462078            41.6891605017
  1.480703            42.9981284367
  1.499328            48.2585190237
  1.517953            49.2385314721
  1.536578            45.8173882664
  1.555204            40.2762409617
  1.573829            32.7642300934
  1.592454            25.9164955860
  1.611079            19.7230400774
  1.629704            17.9745581954
  1.648330            27.6473467577
  1.666955            56.5872890589
  1.685580           116.4677122185
  1.704205           223.1142971329
  1.722830           339.6369832857
  1.741455           439.8850664747
  1.760081           496.4650335431
  1.778706           526.6806979998
  1.797331           474.1158979509
  1.815956           402.8066469979
  1.834581           351.6412452513
  1.853207           289.4951766446
  1.871832           261.9320145759
  1.890457           246.2855001860
  1.909082           240.8448553261
  1.927707           220.0383971731
  1.946333           180.6996426194
  1.964958           151.2163803571
  1.983583           118.0612953041
  2.002208            84.2965541693
  2.020833            58.6530088212
  2.039459            42.5826029777
  2.058084            30.2073007196
  2.076709            21.5234117344
  2.095334            17.7160435368
  2.113959            13.9374115277
  2.132585            13.7121232598
  2.151210            11.6762319692
  2.169835            13.7597629271
  2.188460            15.5832465957
  2.207085            20.7098934209
  2.225710            30.3541123142
  2.244336            47.2197895489
  2.262961            65.4518642604
  2.281586            77.4466025229
  2.300211            87.9592959422
  2.318836            97.8969043046
  2.337462           101.0324850645
  2.356087           116.4737087855
  2.374712           110.7194926070
  2.393337           101.9167326708
  2.411962            94.5627082862
  2.430588            89.2730917839
  2.449213            81.8837884276
  2.467838            84.1415580268
  2.486463            92.9354495012
  2.505088            89.8377371368
  2.523714           102.7022909086
  2.542339            93.6839813897
  2.560964            91.2260047127
  2.579589            97.0589364748
  2.598214            95.4316436662
  2.616840            92.8250285057
  2.635465            94.7743661704
  2.654090           102.8696137087
  2.672715           121.4285406498
  2.691340           137.3770859062
  2.709965           151.8728896397
  2.728591           162.7569933037
  2.747216           177.5903776636
  2.765841           192.9275281887
  2.784466           202.5040650736
  2.803091           203.7310643488
